20181214	0800	POP	20181214	1200	0	60	127
20181214	0800	REH	20181214	1200	30	60	127
20181214	0800	WTH	20181214	1200	¸¼À½	60	127
20181214	0800	POP	20181215	1200	10	60	127
20181214	0800	REH	20181215	1200	30	60	127
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	60	127
20181214	0800	POP	20181214	1200	0	98	76
20181214	0800	REH	20181214	1200	25	98	76
20181214	0800	WTH	20181214	1200	¸¼À½	98	76
20181214	0800	POP	20181215	1200	0	98	76
20181214	0800	REH	20181215	1200	25	98	76
20181214	0800	WTH	20181214	1200	¸¼À½	98	76
20181214	0800	POP	20181214	1200	0	89	90
20181214	0800	REH	20181214	1200	18	89	90
20181214	0800	WTH	20181214	1200	¸¼À½	89	90
20181214	0800	POP	20181215	1200	0	89	90
20181214	0800	REH	20181215	1200	15	89	90
20181214	0800	WTH	20181214	1200	¸¼À½	89	90
20181214	0800	POP	20181214	1200	0	55	124
20181214	0800	REH	20181214	1200	30	55	124
20181214	0800	WTH	20181214	1200	¸¼À½	55	124
20181214	0800	POP	20181215	1200	10	55	124
20181214	0800	REH	20181215	1200	30	55	124
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	55	124
20181214	0800	POP	20181214	1200	10	58	74
20181214	0800	REH	20181214	1200	50	58	74
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	58	74
20181214	0800	POP	20181215	1200	10	58	74
20181214	0800	REH	20181215	1200	30	58	74
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	58	74
20181214	0800	POP	20181214	1200	0	67	100
20181214	0800	REH	20181214	1200	35	67	100
20181214	0800	WTH	20181214	1200	¸¼À½	67	100
20181214	0800	POP	20181215	1200	10	67	100
20181214	0800	REH	20181215	1200	30	67	100
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	67	100
20181214	0800	POP	20181214	1200	0	102	84
20181214	0800	REH	20181214	1200	25	102	84
20181214	0800	WTH	20181214	1200	¸¼À½	102	84
20181214	0800	POP	20181215	1200	0	102	84
20181214	0800	REH	20181215	1200	30	102	84
20181214	0800	WTH	20181214	1200	¸¼À½	102	84
20181214	0800	POP	20181214	1200	0	60	120
20181214	0800	REH	20181214	1200	25	60	120
20181214	0800	WTH	20181214	1200	¸¼À½	60	120
20181214	0800	POP	20181215	1200	10	60	120
20181214	0800	REH	20181215	1200	25	60	120
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	60	120
20181214	0800	POP	20181214	1200	0	73	134
20181214	0800	REH	20181214	1200	40	73	134
20181214	0800	WTH	20181214	1200	¸¼À½	73	134
20181214	0800	POP	20181215	1200	0	73	134
20181214	0800	REH	20181215	1200	45	73	134
20181214	0800	WTH	20181214	1200	¸¼À½	73	134
20181214	0800	POP	20181214	1200	0	69	107
20181214	0800	REH	20181214	1200	30	69	107
20181214	0800	WTH	20181214	1200	¸¼À½	69	107
20181214	0800	POP	20181215	1200	10	69	107
20181214	0800	REH	20181215	1200	30	69	107
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	69	107
20181214	0800	POP	20181214	1200	0	68	100
20181214	0800	REH	20181214	1200	35	68	100
20181214	0800	WTH	20181214	1200	¸¼À½	68	100
20181214	0800	POP	20181215	1200	10	68	100
20181214	0800	REH	20181215	1200	30	68	100
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	68	100
20181214	0800	POP	20181214	1200	0	63	89
20181214	0800	REH	20181214	1200	50	63	89
20181214	0800	WTH	20181214	1200	¸¼À½	63	89
20181214	0800	POP	20181215	1200	10	63	89
20181214	0800	REH	20181215	1200	35	63	89
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	63	89
20181214	0800	POP	20181214	1200	10	51	67
20181214	0800	REH	20181214	1200	65	51	67
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	51	67
20181214	0800	POP	20181215	1200	10	51	67
20181214	0800	REH	20181215	1200	45	51	67
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	51	67
20181214	0800	POP	20181214	1200	0	89	91
20181214	0800	REH	20181214	1200	17	89	91
20181214	0800	WTH	20181214	1200	¸¼À½	89	91
20181214	0800	POP	20181215	1200	0	89	91
20181214	0800	REH	20181215	1200	15	89	91
20181214	0800	WTH	20181214	1200	¸¼À½	89	91
20181214	0800	POP	20181214	1200	0	91	77
20181214	0800	REH	20181214	1200	30	91	77
20181214	0800	WTH	20181214	1200	¸¼À½	91	77
20181214	0800	POP	20181215	1200	0	91	77
20181214	0800	REH	20181215	1200	25	91	77
20181214	0800	WTH	20181214	1200	¸¼À½	91	77
20181214	0800	POP	20181214	1200	20	52	38
20181214	0800	REH	20181214	1200	75	52	38
20181214	0800	WTH	20181214	1200	±¸¸§¸¹À½	52	38
20181214	0800	POP	20181215	1200	10	52	38
20181214	0800	REH	20181215	1200	60	52	38
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	52	38
20181214	0800	POP	20181214	1200	0	66	103
20181214	0800	REH	20181214	1200	35	66	103
20181214	0800	WTH	20181214	1200	¸¼À½	66	103
20181214	0800	POP	20181215	1200	10	66	103
20181214	0800	REH	20181215	1200	30	66	103
20181214	0800	WTH	20181214	1200	±¸¸§Á¶±Ý	66	103
